image,caption
../abc\PTEN\31404976_page2_190_3.jpg,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs
../abc\PTEN\31404976_page2_190_3.jpg,In vivo identiﬁcation of tumor- suppressive PTEN ceRNAs in an oncogenicBRAF-induced mouse model of melanoma
../abc\PTEN\31404976_page2_190_3.jpg,PTEN Physically Interacts with and Regulates E2F1-mediated Transcription inLung Cancer
../abc\PTEN\31404976_page2_190_3.jpg,CK1alphasuppresses lung tumour growth by stabilizing PTEN and inducing autophagy
../abc\PTEN\31404976_page2_190_3.jpg,The nuclear transport receptor Importin-11 is a tumor suppressor thatmaintains PTEN protein
../abc\PTEN\31404976_page2_190_3.jpg,The functions and regulation of the PTEN tumour suppressor: New modesand prospects
../abc\PTEN\31404976_page2_190_3.jpg,PTEN regulation by Akt-EGR1-ARF-PTEN axis
../abc\PTEN\31404976_page2_190_3.jpg,Repression of PTEN phosphatase by Snail1 transcriptional factor during gammaradiation-induced apoptosis
../abc\PTEN\31404976_page2_190_3.jpg,Thepolycomb group protein Bmi-1 represses the tumor suppressor PTEN and induces epithelial-mesenchymaltransition in human nasopharyngeal epithelial cells
../abc\PTEN\31404976_page2_190_3.jpg,c-Junpromotes cellular survival by suppression of PTEN
../abc\PTEN\31404976_page2_190_3.jpg,Mitogen-activated protein kinase kinase-4 promotes cell survival by decreasing PTEN expressionthrough an NF kappa B-dependent pathway
../abc\PTEN\31404976_page2_190_3.jpg,EYA2 promotes lung cancer cell proliferation by downregulating the expressionof PTEN
../abc\PTEN\31404976_page2_190_3.jpg,Reactivation of PTEN tumor suppressor for cancer treatment through inhibition of a MYC-WWP1 inhibitorypathway
../abc\PTEN\31404976_page2_190_3.jpg,PTEN andPI3K AKT in non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_3.jpg,Overcoming endocrine resistance due to reduced PTEN levels in estrogen receptor-positivebreast cancer by co-targeting mammalian target of rapamycin protein kinase B or mitogen-activated proteinkinase kinase
../abc\PTEN\31404976_page2_190_3.jpg,Partial PTEN deletion is linked to poor prognosis in breast cancer
../abc\PTEN\31404976_page2_190_3.jpg,Mutation spectrum and genotype-phenotype analyses in Cowden disease andBannayan-Zonana syndrome two hamartoma syndromes with germline PTEN mutation
../abc\PTEN\31404976_page2_190_3.jpg,Loss of phosphataseand tensin homolog PTEN induces leptin-mediated leptin gene expression: Feed-forward loop operatingin the lung
../abc\PTEN\31404976_page2_190_3.jpg,Pten inactivation accelerates oncogenic K-ras-initiated tumorigenesis in a mousemodel of lung cancer
../abc\PTEN\31404976_page2_190_3.jpg,Urocanic acid-modiﬁed chitosan-mediated PTEN delivery via aerosol suppressed lung tumorigenesisin K-ras LA1 mice
../abc\PTEN\31404976_page2_190_3.jpg,Involvement of TGFbeta-induced phosphorylation of the PTEN C-terminus onTGFbeta-induced acquisition of malignant phenotypes in lung cancer cells
../abc\PTEN\31404976_page2_190_3.jpg,Hypoxia-induced modulation of PTEN activity and EMT phenotypes in lungcancers
../abc\PTEN\31404976_page2_190_3.jpg,PTEN mutations and relationship to EGFR ERBB2 KRAS and TP53 mutations in non-small cell lungcancers
../abc\PTEN\31404976_page2_190_3.jpg,The clinical signiﬁcance of loss of FHITand PTEN expression in 289 patients with non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_3.jpg,Loss of PTEN Expression is anIndependent Poor Prognostic Factor in Non-small Cell Lung Cancer
../abc\PTEN\31404976_page2_190_3.jpg,Co-downregulation of PTEN KAI-1 and nm23-H1 tumor metastasis suppressor proteins in non-small celllung cancer
../abc\PTEN\31404976_page2_190_3.jpg,Phosphorylated Akt overexpression and loss of PTEN expressionin non-small cell lung cancer confers poor prognosis
../abc\PTEN\31404976_page2_190_3.jpg,EGFR KRAS BRAF PTEN and PIK3CA mutation in plasmaof small cell lung cancer patients
../abc\PTEN\31404976_page2_190_3.jpg,Mutations in TP53 PIK3CA PTEN and other genes in EGFR mutatedlung cancers: Correlation with clinical outcomes
../abc\PTEN\31404976_page2_190_3.jpg,Identiﬁcation of a subset of human non-small cell lung cancer patients withhigh PI3Kbeta and low PTEN expression more prevalent in squamous cell carcinoma
../abc\PTEN\31404976_page2_190_3.jpg,PTEN expressionis a prognostic marker for patients with non-small cell lung cancer: A systematic review and meta-analysisof the literature
../abc\PTEN\31404976_page2_190_3.jpg,PTEN loss contributes to erlotinib resistance in EGFR-mutant lung cancer by activationof Akt and EGFR
../abc\PTEN\31404976_page2_190_3.jpg,Loss of PTEN expression by blocking nuclear translocation of EGR1in geﬁtinib-resistant lung cancer cells harboring epidermal growth factor receptor-activating mutations
../abc\PTEN\31404976_page2_190_3.jpg,Multiple primary lung cancer displaying diﬀerent EGFR and PTEN molecular proﬁles
../abc\PTEN\31404976_page2_190_3.jpg,PPAR-gamma agonist increase geﬁtinib s antitumor activity through PTEN expression
../abc\PTEN\31404976_page2_190_3.jpg,NEDD4-1 is a proto-oncogenic ubiquitin ligase for PTEN
../abc\PTEN\31404976_page2_190_3.jpg,Oncogenic role of the E3 ubiquitin ligase NEDD4-1 a PTEN negative regulator innon-small-cell lung carcinomas
../abc\PTEN\31404976_page2_190_3.jpg,CpG hypermethylation contributesto decreased expression of PTEN during acquired resistance to geﬁtinib in human lung cancer cell lines
../abc\PTEN\31404976_page2_190_3.jpg,PTEN and PIK3CA expression is associatedwith prolonged survival after geﬁtinib treatment in EGFR-mutated lung cancer patients
../abc\PTEN\31404976_page2_190_3.jpg,PTEN status is a crucial determinant of the functional outcome of combinedMEK and mTOR inhibition in cancer
../abc\PTEN\31404976_page2_190_3.jpg,Treg cells require the phosphatase PTEN to restrainTH1 and TFH cell responses
../abc\PTEN\31404976_page2_190_3.jpg,The PTEN pathway in Tregs is a critical driver of the suppressive tumormicroenvironment
../abc\PTEN\31404976_page2_190_3.jpg,Characterization of PD-L1 expression in Chinese non-small cell lung cancer patients with PTEN expressionas a means for tissue quality screening
../abc\PTEN\31404976_page2_190_3.jpg,Loss of PTEN causes SHP2 activation making lungcancer cells unresponsive to IFN-gamma
../abc\PTEN\31404976_page2_190_3.jpg,Eﬀect of PTENinactivating germline mutations on innate immune cell function and thyroid cancer-induced macrophagesin patients with PTEN hamartoma tumor syndrome
../abc\PTEN\31404976_page2_190_3.jpg,PTEN Mutations Trigger Resistance to Immunotherapy
../abc\PTEN\31404976_page2_190_3.jpg,Loss of PTEN Is Associated with Resistance to Anti-PD-1 Checkpoint BlockadeTherapy in Metastatic Uterine Leiomyosarcoma
../abc\PTEN\31404976_page2_190_3.jpg,Loss of PTEN Promotes Resistance to T Cell-Mediated Immunotherapy
../abc\PTEN\31404976_page2_190_4.jpg,Expression and clinical evidence ofmiR-494 and PTEN in non-small cell lung cancer
../abc\PTEN\31404976_page2_190_4.jpg,MicroRNA-4286 promotescell proliferation migration and invasion via PTEN regulation of the PI3K Akt pathway in non-small celllung cancer
../abc\PTEN\31404976_page2_190_4.jpg,PTEN PTENP1: ’Regulatingthe regulator of RTK-dependent PI3K Akt signalling’ new targets for cancer therapy
../abc\PTEN\31404976_page2_190_4.jpg,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs
../abc\PTEN\31404976_page2_190_4.jpg,In vivo identiﬁcation of tumor- suppressive PTEN ceRNAs in an oncogenicBRAF-induced mouse model of melanoma
../abc\PTEN\31404976_page2_190_4.jpg,PTEN Physically Interacts with and Regulates E2F1-mediated Transcription inLung Cancer
../abc\PTEN\31404976_page2_190_4.jpg,CK1alphasuppresses lung tumour growth by stabilizing PTEN and inducing autophagy
../abc\PTEN\31404976_page2_190_4.jpg,The nuclear transport receptor Importin-11 is a tumor suppressor thatmaintains PTEN protein
../abc\PTEN\31404976_page2_190_4.jpg,The functions and regulation of the PTEN tumour suppressor: New modesand prospects
../abc\PTEN\31404976_page2_190_4.jpg,PTEN regulation by Akt-EGR1-ARF-PTEN axis
../abc\PTEN\31404976_page2_190_4.jpg,Repression of PTEN phosphatase by Snail1 transcriptional factor during gammaradiation-induced apoptosis
../abc\PTEN\31404976_page2_190_4.jpg,Thepolycomb group protein Bmi-1 represses the tumor suppressor PTEN and induces epithelial-mesenchymaltransition in human nasopharyngeal epithelial cells
../abc\PTEN\31404976_page2_190_4.jpg,c-Junpromotes cellular survival by suppression of PTEN
../abc\PTEN\31404976_page2_190_4.jpg,Mitogen-activated protein kinase kinase-4 promotes cell survival by decreasing PTEN expressionthrough an NF kappa B-dependent pathway
../abc\PTEN\31404976_page2_190_4.jpg,EYA2 promotes lung cancer cell proliferation by downregulating the expressionof PTEN
../abc\PTEN\31404976_page2_190_4.jpg,Reactivation of PTEN tumor suppressor for cancer treatment through inhibition of a MYC-WWP1 inhibitorypathway
../abc\PTEN\31404976_page2_190_4.jpg,PTEN andPI3K AKT in non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_4.jpg,Overcoming endocrine resistance due to reduced PTEN levels in estrogen receptor-positivebreast cancer by co-targeting mammalian target of rapamycin protein kinase B or mitogen-activated proteinkinase kinase
../abc\PTEN\31404976_page2_190_4.jpg,Partial PTEN deletion is linked to poor prognosis in breast cancer
../abc\PTEN\31404976_page2_190_4.jpg,Mutation spectrum and genotype-phenotype analyses in Cowden disease andBannayan-Zonana syndrome two hamartoma syndromes with germline PTEN mutation
../abc\PTEN\31404976_page2_190_4.jpg,Loss of phosphataseand tensin homolog PTEN induces leptin-mediated leptin gene expression: Feed-forward loop operatingin the lung
../abc\PTEN\31404976_page2_190_4.jpg,Pten inactivation accelerates oncogenic K-ras-initiated tumorigenesis in a mousemodel of lung cancer
../abc\PTEN\31404976_page2_190_4.jpg,Urocanic acid-modiﬁed chitosan-mediated PTEN delivery via aerosol suppressed lung tumorigenesisin K-ras LA1 mice
../abc\PTEN\31404976_page2_190_4.jpg,Involvement of TGFbeta-induced phosphorylation of the PTEN C-terminus onTGFbeta-induced acquisition of malignant phenotypes in lung cancer cells
../abc\PTEN\31404976_page2_190_4.jpg,Hypoxia-induced modulation of PTEN activity and EMT phenotypes in lungcancers
../abc\PTEN\31404976_page2_190_4.jpg,PTEN mutations and relationship to EGFR ERBB2 KRAS and TP53 mutations in non-small cell lungcancers
../abc\PTEN\31404976_page2_190_4.jpg,The clinical signiﬁcance of loss of FHITand PTEN expression in 289 patients with non-small-cell lung cancer
../abc\PTEN\31404976_page2_190_4.jpg,Loss of PTEN Expression is anIndependent Poor Prognostic Factor in Non-small Cell Lung Cancer
../abc\PTEN\31404976_page2_190_4.jpg,Co-downregulation of PTEN KAI-1 and nm23-H1 tumor metastasis suppressor proteins in non-small celllung cancer
../abc\PTEN\31404976_page2_190_4.jpg,Phosphorylated Akt overexpression and loss of PTEN expressionin non-small cell lung cancer confers poor prognosis
../abc\PTEN\31404976_page2_190_4.jpg,EGFR KRAS BRAF PTEN and PIK3CA mutation in plasmaof small cell lung cancer patients
../abc\PTEN\31404976_page2_190_4.jpg,Mutations in TP53 PIK3CA PTEN and other genes in EGFR mutatedlung cancers: Correlation with clinical outcomes
../abc\PTEN\31404976_page2_190_4.jpg,Identiﬁcation of a subset of human non-small cell lung cancer patients withhigh PI3Kbeta and low PTEN expression more prevalent in squamous cell carcinoma
../abc\PTEN\31404976_page2_190_4.jpg,PTEN expressionis a prognostic marker for patients with non-small cell lung cancer: A systematic review and meta-analysisof the literature
../abc\PTEN\31404976_page2_190_4.jpg,PTEN loss contributes to erlotinib resistance in EGFR-mutant lung cancer by activationof Akt and EGFR
../abc\PTEN\31404976_page2_190_4.jpg,Loss of PTEN expression by blocking nuclear translocation of EGR1in geﬁtinib-resistant lung cancer cells harboring epidermal growth factor receptor-activating mutations
../abc\PTEN\31404976_page2_190_4.jpg,Multiple primary lung cancer displaying diﬀerent EGFR and PTEN molecular proﬁles
../abc\PTEN\31404976_page2_190_4.jpg,PPAR-gamma agonist increase geﬁtinib s antitumor activity through PTEN expression
../abc\PTEN\31404976_page2_190_4.jpg,NEDD4-1 is a proto-oncogenic ubiquitin ligase for PTEN
../abc\PTEN\31404976_page2_190_4.jpg,Oncogenic role of the E3 ubiquitin ligase NEDD4-1 a PTEN negative regulator innon-small-cell lung carcinomas
../abc\PTEN\31404976_page2_190_4.jpg,CpG hypermethylation contributesto decreased expression of PTEN during acquired resistance to geﬁtinib in human lung cancer cell lines
../abc\PTEN\31404976_page2_190_4.jpg,PTEN and PIK3CA expression is associatedwith prolonged survival after geﬁtinib treatment in EGFR-mutated lung cancer patients
../abc\PTEN\31404976_page2_190_4.jpg,PTEN status is a crucial determinant of the functional outcome of combinedMEK and mTOR inhibition in cancer
../abc\PTEN\31404976_page2_190_4.jpg,Treg cells require the phosphatase PTEN to restrainTH1 and TFH cell responses
../abc\PTEN\31404976_page2_190_4.jpg,The PTEN pathway in Tregs is a critical driver of the suppressive tumormicroenvironment
../abc\PTEN\31404976_page2_190_4.jpg,Characterization of PD-L1 expression in Chinese non-small cell lung cancer patients with PTEN expressionas a means for tissue quality screening
../abc\PTEN\31404976_page2_190_4.jpg,Loss of PTEN causes SHP2 activation making lungcancer cells unresponsive to IFN-gamma
../abc\PTEN\31404976_page2_190_4.jpg,Eﬀect of PTENinactivating germline mutations on innate immune cell function and thyroid cancer-induced macrophagesin patients with PTEN hamartoma tumor syndrome
../abc\PTEN\31404976_page2_190_4.jpg,PTEN Mutations Trigger Resistance to Immunotherapy
../abc\PTEN\31404976_page2_190_4.jpg,Loss of PTEN Is Associated with Resistance to Anti-PD-1 Checkpoint BlockadeTherapy in Metastatic Uterine Leiomyosarcoma
../abc\PTEN\31404976_page2_190_4.jpg,Loss of PTEN Promotes Resistance to T Cell-Mediated Immunotherapy
../abc\PTEN\31871778_page1_75_0.jpg,Alteration in Mir-21 PTEN expression modulates geﬁtinib resis-tance in non-small cell lung cancer
../abc\PTEN\31871778_page1_75_0.jpg,Inhibition of miR-23a increases the sensitivity of lung cancer stemcells to erlotinib through PTEN PI3K Akt pathway
../abc\PTEN\31920650_page1_28_0.jpg,MicroRNA-21 miR-21 regulates cellular proliferation invasion migration andapoptosis by targeting PTEN RECK and Bcl-2 in lung squamous carcinoma Gejiu City China
../abc\PTEN\31920650_page1_28_0.jpg,miR-21confers cisplatin resistance in gastric cancer cells by regulating PTEN
../abc\PTEN\31988639_page5_537_0.jpg,PTEN regulates the ubiquitin-dependentdegradation of the CDK inhibitor p27 KIP1 through the ubiquitin E3 ligase SCF SKP2
../abc\PTEN\31988639_page5_537_0.jpg,NEDD4-1 is a proto-oncogenic ubiquitin ligase for PTEN
../abc\PTEN\31988639_page5_537_0.jpg,WWP2 is an E3 ubiquitin ligase for PTEN
../abc\PTEN\31988639_page5_537_0.jpg,The ubiquitin ligase Nedd4-1 isdispensable for the regulation of PTEN stability and localization
../abc\PTEN\31988639_page5_537_0.jpg,The deubiquitinylation andlocalization of PTEN are regulated by a HAUSP-PML network
../abc\PTEN\31988639_page5_537_0.jpg,Deubiquitylation andstabilization of PTEN by USP13
../abc\PTEN\31988639_page5_537_0.jpg,Deregulation of the EGFR PI3K PTEN Akt mTORC1 pathway in breast cancer: possibilities for therapeutic intervention
../abc\PTEN\31988639_page5_537_0.jpg,Combinatorial antitumor effect of HDAC and thePI3K-Akt-mTOR pathway inhibition in a Pten defecient model of prostate cancer
../abc\PTEN\31988639_page5_537_0.jpg,FBXW7 targets mTOR for degradation andcooperates with PTEN in tumor suppression
../abc\PTEN\31988639_page9_694_0.jpg,PTEN regulates the ubiquitin-dependentdegradation of the CDK inhibitor p27 KIP1 through the ubiquitin E3 ligase SCF SKP2
../abc\PTEN\31988639_page9_694_0.jpg,NEDD4-1 is a proto-oncogenic ubiquitin ligase for PTEN
../abc\PTEN\31988639_page9_694_0.jpg,WWP2 is an E3 ubiquitin ligase for PTEN
../abc\PTEN\31988639_page9_694_0.jpg,The ubiquitin ligase Nedd4-1 isdispensable for the regulation of PTEN stability and localization
../abc\PTEN\31988639_page9_694_0.jpg,The deubiquitinylation andlocalization of PTEN are regulated by a HAUSP-PML network
../abc\PTEN\31988639_page9_694_0.jpg,Deubiquitylation andstabilization of PTEN by USP13
../abc\PTEN\31988639_page9_694_0.jpg,Deregulation of the EGFR PI3K PTEN Akt mTORC1 pathway in breast cancer: possibilities for therapeutic intervention
../abc\PTEN\31988639_page9_694_0.jpg,Combinatorial antitumor effect of HDAC and thePI3K-Akt-mTOR pathway inhibition in a Pten defecient model of prostate cancer
../abc\PTEN\31988639_page9_694_0.jpg,FBXW7 targets mTOR for degradation andcooperates with PTEN in tumor suppression
../abc\PTEN\33114576_page2_246_0.jpg,MiR-142-5p regulates CD4+ T cells in human non-small cell lung cancerthrough PD-L1 expression via the PTEN pathway
../abc\STAT3\26579470_page1_13_0.jpg,Activation of IL-6R JAK1 STAT3 signaling induces de novo resis-tance to irreversible EGFR inhibitors in non-small cell lung cancerwith T790M resistance mutation
../abc\STAT3\26579470_page1_13_1.jpg,Activation of IL-6R JAK1 STAT3 signaling induces de novo resis-tance to irreversible EGFR inhibitors in non-small cell lung cancerwith T790M resistance mutation
../abc\STAT3\26579470_page2_41_0.jpg,Activation of IL-6R JAK1 STAT3 signaling induces de novo resis-tance to irreversible EGFR inhibitors in non-small cell lung cancerwith T790M resistance mutation
../abc\STAT3\26579470_page3_62_0.jpg,Activation of IL-6R JAK1 STAT3 signaling induces de novo resis-tance to irreversible EGFR inhibitors in non-small cell lung cancerwith T790M resistance mutation
../abc\STAT3\26579470_page3_62_1.jpg,Activation of IL-6R JAK1 STAT3 signaling induces de novo resis-tance to irreversible EGFR inhibitors in non-small cell lung cancerwith T790M resistance mutation
../abc\STAT3\26579470_page7_156_0.jpg,Activation of IL-6R JAK1 STAT3 signaling induces de novo resis-tance to irreversible EGFR inhibitors in non-small cell lung cancerwith T790M resistance mutation
../abc\STAT3\29692736_page5_330_0.jpg,Lastly lncRNA-ATB activates the autocrine inductionof IL-11 by binding to IL-11 and then activates STAT3 signalingto promote cancer cell colonization Figure 1
../abc\STAT3\31366041_page3_297_0.jpg,Activated nuclear STAT3 has been implicated in maintainingcell survival by controlling the transcription of apoptosis-regulating proteins e
../abc\STAT3\31366041_page3_297_0.jpg,PLCγ unlike STAT3 does notappear to be involved in mediating anti-apoptotic responses [35]
../abc\STAT3\31366041_page3_297_0.jpg,Loss of SHP1 enhances JAK3 STAT3 signaling and decreases proteosome degradation ofJAK3 and NPM-ALK in ALK+ anaplastic large-cell lymphoma
../abc\STAT3\31366041_page3_297_0.jpg,Anaplastic lymphomakinase ALK activates Stat3 and protects hematopoietic cells from cell death
../abc\STAT3\31366041_page3_297_0.jpg,STAT3 induces transcriptionof the DNA methyltransferase 1 gene DNMT1 in malignant T lymphocytes
../abc\STAT3\31366041_page4_358_0.jpg,Activated nuclear STAT3 has been implicated in maintainingcell survival by controlling the transcription of apoptosis-regulating proteins e
../abc\STAT3\31366041_page4_358_0.jpg,PLCγ unlike STAT3 does notappear to be involved in mediating anti-apoptotic responses [35]
../abc\STAT3\31366041_page4_358_0.jpg,Loss of SHP1 enhances JAK3 STAT3 signaling and decreases proteosome degradation ofJAK3 and NPM-ALK in ALK+ anaplastic large-cell lymphoma
../abc\STAT3\31366041_page4_358_0.jpg,Anaplastic lymphomakinase ALK activates Stat3 and protects hematopoietic cells from cell death
../abc\STAT3\31366041_page4_358_0.jpg,STAT3 induces transcriptionof the DNA methyltransferase 1 gene DNMT1 in malignant T lymphocytes
../abc\STAT3\31527477_page3_324_0.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page3_324_0.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page3_324_0.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31527477_page6_480_0.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page6_480_0.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page6_480_0.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31527477_page6_480_1.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page6_480_1.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page6_480_1.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31527477_page7_566_0.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page7_566_0.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page7_566_0.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31527477_page7_566_1.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page7_566_1.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page7_566_1.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31527477_page7_566_2.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page7_566_2.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page7_566_2.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31527477_page7_566_3.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page7_566_3.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page7_566_3.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31527477_page7_566_4.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page7_566_4.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page7_566_4.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31527477_page7_566_5.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page7_566_5.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page7_566_5.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31527477_page7_566_6.jpg,Induction of apoptosis by morusin in human non-smallcell lung cancer cells by suppression of EGFR STAT3 activation
../abc\STAT3\31527477_page7_566_6.jpg,Stat3 signaling in acute myeloid leukemia:Ligand-dependent and -independent activation and induction of apoptosis by a novel small-molecule Stat3inhibitor
../abc\STAT3\31527477_page7_566_6.jpg,Biochemical Properties of a DecoyOligodeoxynucleotide Inhibitor of STAT3 Transcription Factor
../abc\STAT3\31554160_page3_227_0.jpg,Requirementof Stat3 but Not Stat1 Activation for Epidermal Growth Factor Receptor-Mediated Cell Growth in Vitro
../abc\STAT3\31554160_page3_227_0.jpg,STAT3 Activation Abrogates Growth Factor Dependence and Contributes to Head and Neck Squamous CellCarcinoma Tumor Growth in Vivo
../abc\STAT3\31554160_page3_227_1.jpg,Requirementof Stat3 but Not Stat1 Activation for Epidermal Growth Factor Receptor-Mediated Cell Growth in Vitro
../abc\STAT3\31554160_page3_227_1.jpg,STAT3 Activation Abrogates Growth Factor Dependence and Contributes to Head and Neck Squamous CellCarcinoma Tumor Growth in Vivo
../abc\STAT3\31554160_page8_364_0.jpg,Requirementof Stat3 but Not Stat1 Activation for Epidermal Growth Factor Receptor-Mediated Cell Growth in Vitro
../abc\STAT3\31554160_page8_364_0.jpg,STAT3 Activation Abrogates Growth Factor Dependence and Contributes to Head and Neck Squamous CellCarcinoma Tumor Growth in Vivo
../abc\STAT3\31554160_page8_364_1.jpg,Requirementof Stat3 but Not Stat1 Activation for Epidermal Growth Factor Receptor-Mediated Cell Growth in Vitro
../abc\STAT3\31554160_page8_364_1.jpg,STAT3 Activation Abrogates Growth Factor Dependence and Contributes to Head and Neck Squamous CellCarcinoma Tumor Growth in Vivo
../abc\STAT3\31681582_page4_156_0.jpg,JAK1 STAT3 activation through a proinﬂammatorycytokine pathway leads to resistance to molecularly targeted therapyin non-small cell lung cancer
../abc\STAT3\31681582_page4_156_1.jpg,JAK1 STAT3 activation through a proinﬂammatorycytokine pathway leads to resistance to molecularly targeted therapyin non-small cell lung cancer
../abc\STAT3\33114576_page2_246_0.jpg,PD-L1induced by IFN-γ from tumor-associated macrophages via the JAK STAT3 and PI3K AKT signaling pathwayspromoted progression of lung cancer
../abc\STAT3\33114576_page2_246_1.jpg,PD-L1induced by IFN-γ from tumor-associated macrophages via the JAK STAT3 and PI3K AKT signaling pathwayspromoted progression of lung cancer
../abc\STAT3\33114576_page2_247_0.jpg,PD-L1induced by IFN-γ from tumor-associated macrophages via the JAK STAT3 and PI3K AKT signaling pathwayspromoted progression of lung cancer
../abc\STAT3\33121202_page4_150_0.jpg,concluded that miR-204inhibits angiogenesis in LUAD probably via theJAK2 STAT3 pathway
../abc\STAT3\33121202_page4_150_0.jpg,JAK2 STAT3 signaling pathwayactivation mediates tumor angiogenesis by upregulation of VEGF and bFGF in non-small-cell lung cancer
../abc\STAT3\33121202_page4_150_0.jpg,mTORC1 drives HIF-1alpha and VEGF-A signallingvia multiple mechanisms involving 4E-BP1 S6K1 and STAT3
../abc\STAT3\33121202_page4_150_0.jpg,MicroRNA-206 attenuates the growth and angiogenesis in non-small cell lung cancer cells by blocking the14-3-3zeta STAT3 HIF-1alpha VEGF signaling
../abc\STAT3\33121202_page4_150_0.jpg,miR-210 transferred by lung cancer cell-derived exosomes may actas proangiogenic factor in cancer-associated ﬁbroblasts by modulating JAK2 STAT3 pathway
../abc\STAT3\33121202_page4_150_0.jpg,Constitutive Stat3 activity up-regulates VEGF expression and tumor angiogenesis
../abc\STAT3\33121202_page4_150_1.jpg,concluded that miR-204inhibits angiogenesis in LUAD probably via theJAK2 STAT3 pathway
../abc\STAT3\33121202_page4_150_1.jpg,JAK2 STAT3 signaling pathwayactivation mediates tumor angiogenesis by upregulation of VEGF and bFGF in non-small-cell lung cancer
../abc\STAT3\33121202_page4_150_1.jpg,mTORC1 drives HIF-1alpha and VEGF-A signallingvia multiple mechanisms involving 4E-BP1 S6K1 and STAT3
../abc\STAT3\33121202_page4_150_1.jpg,MicroRNA-206 attenuates the growth and angiogenesis in non-small cell lung cancer cells by blocking the14-3-3zeta STAT3 HIF-1alpha VEGF signaling
../abc\STAT3\33121202_page4_150_1.jpg,miR-210 transferred by lung cancer cell-derived exosomes may actas proangiogenic factor in cancer-associated ﬁbroblasts by modulating JAK2 STAT3 pathway
