PMID,sentence,gene 
30060526,Recently a double-blind phase III trial randomly assigned 616 NSCLC patients with metastatic non-squamous NSCLC without EGFRand ALK mutations who were chemotherapy-naïve to receive pemetrexed and a platinum-baseddrug plus either placebo or pembrolizumab [284],['ALK']
30060526,The conclusion was that pembrolizumabadministration may improve the survival of non-squamous EGFR and ALK-WT NSCLC with untreatedmetastatic disease,['EGFR']
30060526,The objective response rate was 20% and compared favorably with historicalcontrols; the median overall survival was from 15–23 months in three different cohorts of patients;PD-L1 status was a predictive marker in that patients with higher PD-L1 expression tended to havebetter responses; responses to treatment occurred regardless of EGFR or KRAS mutation status [286],['EGFR']
30060526,Garassino andcoworkers recently reported the results of a phase II ATLANTIC study involving the administrationof durvalumab anti-PD-L1 as third-line o later treatment for advanced NSCLC subdivided into threesubgroups: a EGFR ALK-mutants; b non-EGFR ALK mutants with <25% or at least 25% PD-L1expression; c non-EGFR ALK-mutants with at least 90% of tumor cells with PD-L1 expression [287],"['EGFR', 'ALK']"
30060526,The most commonly mutated genes in in lung adenocarcinoma include KRAS and EGFR andthe tumor suppressor genes TP53 KEAP1 STK11 and NF1,['EGFR']
30060526,KRAS and EGFR mutations are usuallymutually exclusive but when they co-exist KRAS mutations confer resistance to EGFR inhibitors,['EGFR']
30060526,Lung adenocarcinomas harboring oncogenic driver mutations at the level of EGFR and ROS1 andALK rearrangements have a lower mutational load often occur in never smokers and are sensitive totargeting with speciﬁc inhibitors and this offered new therapeutic perspectives for these patients,['EGFR']
30060526,KRAS and EGFR mutations are usually present in the founder clones of lung adenocarcinoma while TP53 mutations are frequently acquired during advanced stages of tumor development thussuggesting a role during tumor progression [324],['EGFR']
30060526,The genomic landscape of lung cancers is markedly different between never smokers and smokers with: the non-smokers showing a lower tumor mutational burden a predominant transition of cytosineto thymine C > T and a higher frequency of actionable driving gene alterations such as EGFRmutations and ALK and ROS1 fusions; the smokers exhibiting a clearly higher mutation burden predominantly cytosine to adenine C > A nucleotide transversions and non-actionable mutations such as KRAS and TP53 mutations,['ALK']
30060526,In this context particularly relevant were the studies carried out in lung adenocarcinomas with EGFR mutations andALK rearrangements,['EGFR']
30060526,8% with EGFR mutations and 8,['EGFR']
30060526,the frequency of ALK-rearrangements in NSCLC occurring before40 years was very high 25−50%  while it was markedly lower in patients after 50 years 2−8%  ; ii EGFR mutations were clearly associated with lower tobacco exposure and moderate to highdifferentiation [325] Figure 5,['EGFR']
30060526,The most common mutations include exon 19 deletions and a missense mutation onexon 21 L858R ; these mutations confer sensitivity to EGFR TKIs,['EGFR']
30060526,In order to inhibit the growthof EGFR-mutant lung adenocarcinomas three generations of EGFR TKIs have been developed,['EGFR']
30060526,First-generation EGFR TKIs reversible competitive ATP inhibitors targeting only EGFR such aserlotinib and geﬁtinib have shown higher response rates and improved PFS compared to standardchemotherapy in previously untreated patients with EGFR mutations,['EGFR']
30060526,However patients treatedwith these inhibitors ineluctably relapse most frequently due to a second EGFR mutation in exon20 T790M,['EGFR']
30060526,To bypass these limitations a second generation of EGFR TKIs was developed mainlyrepresented by Afatinib and Dacomitinib acting as irreversible EGFR TKIs targeting also HER2and HER4,['EGFR']
30060526,administration of geﬁtinib was detrimental to NSCLC patients with EGFR-mutant tumors with diseaseprogression; in these patients treatment with the ﬁrst-generation EGFR TKI must be discontinued [328],['EGFR']
30060526,A Age distribution at diagnosis of Chinese NSCLC patients with ALK-EML4 rearrangements EGFR mutations and wild type without ALK or EGFR alterations tumors; B age distribution of ALK-rearranged NSCLCs stratified by smoking status; C age distribution of EGFR-mutant NSCLCs stratified by smoking status,"['EGFR', 'ALK']"
30060526,Third generation EGFR TKIs such as osimertinib are selective inhibitors of both the original sensitizing and T790M mutations but spar the normal EGFR,['EGFR']
30060526,Importantly in a randomized trial comparing Osimertinib to first generation EGFR TKIs erlotinib or gefitinib in previously untreated NSCLC patients with EGFR-mutant tumors osimertinib administration was associated with a significant improvement of PFS 17 vs,['EGFR']
30060526,This important study represents the basis for establishing osimertinib as a first line EGFR TKI option,['EGFR']
30060526,A Age distribution at diagnosis of Chinese NSCLC patients with ALK-EML4 rearrangements EGFR mutations and wild type without ALK or EGFR alterations tumors; B age distribution of ALK-rearranged NSCLCs stratiﬁed by smoking status; C age distribution of EGFR-mutant NSCLCs stratiﬁed by smoking status,"['EGFR', 'ALK']"
30060526,Third generation EGFR TKIs such as osimertinib are selective inhibitors of both the originalsensitizing and T790M mutations but spar the normal EGFR,['EGFR']
30060526,Importantly in a randomized trial comparing Osimertinib to ﬁrst generation EGFR TKIs erlotinib,['EGFR']
30060526,This important study represents the basis for establishing osimertinib asa ﬁrst line EGFR TKI option,['EGFR']
30060526,In this study an attemptwas made to try to understand the mechanisms of resistance to osimertinib in patients with diseaseprogression investigating circulating tumor DNA: 50% of these patients had no-detectable ctDNAand in the remaining patients the molecular mechanisms of tumor resistance were heterogeneous MET ampliﬁcation EGFR and KRAS ampliﬁcation MEK1 KRAS or PI3KC mutations EGFR C797Smutations JAK2 mutations HER2 exon 20 mutation ; importantly there was no evidence of acquiredEGFR T790M mutation in progressing patients treated with osimertinib [331],['EGFR']
30060526,Interestingly the Chinese patients show an increased incidence of NSCLC with EGFR mutationscompared to Caucasian patients [333],['EGFR']
30060526,These tumors are characterized by a mutational MS3 signaturethat is associated with inﬂammatory tumor inﬁltrating B lymphocytes: as a consequence the frequencyof EGFR mutations is very high among lung cancers with a MS3 signature [333],['EGFR']
30060526,According to these observations it was suggested that inﬂammatory inﬁltration maycontribute to the accumulation of EGFR mutations particularly in never-smoker patients,['EGFR']
30060526,The various combinations of EGFR mutants determinea spectrum of sensitivity resistance to the various EGFR TKIs and studies are in progress to deﬁneEGFR TKIs able to inhibit NSCLCs bearing triple mutants sensitizing mutations + T790M + C797S :these new mutants such as EA1045 could represent the fourth-generation of EGFR TKIs [334],['EGFR']
30060526,The history of treatments with ALK-rearranged NSCLCs is very similar to that describedfor EGFR mutant patients with progressive identiﬁcation and introduction in clinical use of ﬁrst second and third-generation ALK inhibitors,"['EGFR', 'ALK']"
30060526,The ﬁrst generation ALK inhibitor crizotinib improvedoverall response rate and PFS compared to cytotoxic therapy in untreated and previously treatedALK-mutant NSCLCs,['ALK']
30060526,Unfortunately all patients with ALK-rearranged NSCLC develop drug resistantdisease mostly due to the development selection of new ALK mutations or ALK copy numbergain,['ALK']
30060526,Second- and third-generation ALK inhibitors ceritinib alectinib brigatinib lorlatinib arestructurally different and characterized by a higher afﬁnity for ALK and different selectivity forvarious ALK mutants,['ALK']
30060526,The rationale of treating ALK-rearranged NSCLC patients with ALK inhibitors is supported by dataon the overall survival,['ALK']
30060526,There is evidence about an improvement of overall survivalamong NSCLC patients who experienced progressive disease after crizotinib treatment and whowere treated with next-generation-guided ALK inhibitor [338],['ALK']
30060526,The development of the technology todetect circulating tumor DNA offers the unique opportunity to detect longitudinally during patients’treatment the mutational evolution of ALK and to serve as a guide for deﬁnition of optimal ALKinhibitor therapy [339],['ALK']
30060526,Thus the longitudinal analysis of plasma specimens from ALK-positivepatients with acquired resistance to ALK TKIs allowed to track the evolution of resistance duringtreatment and to deﬁne an optimized treatment [339],['ALK']
30060526,It is important to underline that only half of thetumors that develop resistance to secondary-generation ALK inhibitors harbor resistance mutations inALK while the other half have other mechanisms underlying resistance,['ALK']
30060526,Importantly two recent studies support a real impact of ALK TKIs on the overall survival ofALK-positive NSCLCs,['ALK']
30060526,The longest OS was observed in crizotinib-treated patientswho received a subsequent ALK TKI [341],['ALK']
30060526,The kinase domain of ROS1 displays a great homology withthose of ALK and this explains the inhibitory activity against ROS1-positive tumors of drugs such ascrizotinib ceritinib or lorlatinib active against ALK-mutant tumors,['ALK']
30060526,The main mechanisms of crizotinib resistance is related to the presence of ROS1resistance mutations particularly of the G2031R ROS1 mutation activation of the wild-type EGFR signaling KRAS andKIT mutations,['EGFR']
30060526,Following these guidelines the genes whose alterations have to be tested havebeen grouped into three different categories: a a set of genes that must be offered by all laboratories that test lung cancers including EGFR ALK and ROS1; b a second set of genes that should beincluded in any expanded set of genes including BRAF MET RET ERBB2 and KRAS; c KRAS testingmay be performed also as a single-gene test to exclude patients from expanded panel testing [352 353],"['EGFR', 'ALK']"
30060526,The ﬁrst-line therapeutic recommendations forpatients with lung adenocarcinoma without an EGFR-sensitizing mutation or ALK or ROS1 generearrangement with a good performance status are the following: a with high PD-L1 expression andnon-contraindications single-agent pembrolizumab is recommended; b with low PD-L1 expression a variety of combination cytotoxic chemotherapies platinum doublet with pemetrexed ± bacivuzumabor carboplatin pemetreexed pembrolizumab,['ALK']
30060526,For patients with LSQCC without EGFR ALK orROS1 alterations the ﬁrst-line therapeutic recommendations are the following: a with high PD-L1expression single-agent pembrolizumab is recommended; b with low PD-L1 expression a varietyof combination cytotoxic chemotherapies are recommended platinum doublet,"['EGFR', 'ALK']"
30060526,The second-linetherapeutic treatment for lung adenocarcinoma patients without a tumor with EGFR ALK andROS1 alterations implies: a in both patients with high PD-L1 expression who received ﬁrst-linechemotherapy and have not received prior immunotherapy and patients with low or unknown tumorPD-L1 expression who received ﬁrst-line chemotherapy single-agent nivolumab atezolizumab orpembrolizumab is recommended; b in patients who received an immune checkpoint inhibitor asﬁrst-line therapy a variety of cytotoxic chemotherapies are recommended; c in patients who receivedcytotoxic chemotherapy and pembrolizumab as ﬁrst-line treatment docetaxel ± ramicirumab orgemcitabine is recommended,"['EGFR', 'ALK']"
30060526,The same applies to patients with LSQCC without EGFR ALK orROS1 alterations for the second-line treatment,"['EGFR', 'ALK']"
30060526,Genome-wide DNA methylation analyses in lung adenocarcinomas:Association with EGFR KRAS and TP53 mutation status gene expression and prognosis,['EGFR']
